,crossword_date,answers,clues,crossword_year
6267,2022-03-16,HOLY,Sanctified,2022
6268,2022-03-16,SOLO,"Musician's chance to shine, perhaps",2022
6269,2022-03-16,AWES,Flabbergasts or gobsmacks,2022
6270,2022-03-16,INRE,Memo subject header,2022
6271,2022-03-16,EGG,Something a duck lays,2022
6272,2022-03-16,DUO,"Bugs and Daffy in ""The Iceman Ducketh,"" e.g.",2022
6273,2022-03-17,ICON,Something to click,2022
6274,2022-03-17,SQUABS,Pigeons on a platter,2022
6275,2022-03-17,PUB,___ trivia,2022
6276,2022-03-17,NOVA,Astronomical news,2022
6277,2022-03-17,AUNTIE,Term of address for many a respected elder,2022
6278,2022-03-17,RNA,Strand in a cell,2022
6279,2022-03-17,TREK,Serious schlep,2022
6280,2022-03-17,LITTLEROCK,*Secure,2022
6281,2022-03-17,OGRE,Monstrous sort,2022
6282,2022-03-17,OPI,"Nail polish brand with an ""I'm Not Really a Waitress"" shade",2022
6283,2022-03-17,ENABLE,Give permission to,2022
6284,2022-03-17,WILDROSES,*Trick,2022
6285,2022-03-17,ICEES,Some frozen drinks,2022
6286,2022-03-17,OLIN,Global manufacturer of chemical products,2022
6287,2022-03-17,HATE,"What Graham Greene called a ""failure of imagination""",2022
6288,2022-03-17,STOIC,Unflinching,2022
6289,2022-03-17,ASAP,Requested pickup time on many online orders,2022
6290,2022-03-17,SUP,"""How's it goin'?""",2022
6291,2022-03-17,TAKEOUTTHETRASH,What to do before the answers to the starred clues will make sense,2022
6292,2022-03-17,UPS,Boom times,2022
6293,2022-03-17,NAYS,Voting bloc,2022
6294,2022-03-17,WANED,"Didn't wax, say",2022
6295,2022-03-17,ODOR,"Incense, in a sense",2022
6296,2022-03-17,LOTT,Senate majority leader from 1996 to 2001,2022
6297,2022-03-17,RETRO,"Like men's double-breasted suits, e.g.",2022
6298,2022-03-17,IOWASTATE,*Speck,2022
6299,2022-03-17,ATHENS,Destination of the first marathon (490 B.C.),2022
6300,2022-03-17,RIP,___-roaring,2022
6301,2022-03-17,ASIS,Words that may scare off a buyer,2022
6302,2022-03-17,SHOOTCRAPS,*Riot,2022
6303,2022-03-17,ILLS,Afflictions,2022
6304,2022-03-17,TEN,Number of a certain rear bowling pin,2022
6305,2022-03-17,GOATEE,"The hair of one's chinny chin chin, maybe",2022
6306,2022-03-17,LADE,Get on board,2022
6307,2022-03-17,Abbr.,Neighbor of Bolivia,2022
6308,2022-03-17,OWNERS,___ manual,2022
6309,2022-03-17,SPEX,"Optometrist's offering, casually",2022
6310,2022-03-17,INTOW,Being pulled along,2022
6311,2022-03-17,CORGI,Short-legged herding dog,2022
6312,2022-03-17,OVERLOOKS,Totally misses ...or totally surveys,2022
6313,2022-03-17,NAKEDLIE,Uncouth untruth,2022
6314,2022-03-17,SALOON,Watering hole in many westerns,2022
6315,2022-03-17,QUIPS,Wisecracks,2022
6316,2022-03-17,UNTIE,Leave with no strings attached?,2022
6317,2022-03-17,Abbr.,QB stat,2022
6318,2022-03-17,BILE,Bitter feeling,2022
6319,2022-03-17,SEENIT,"Words repeated while scrolling through a Netflix list, perhaps",2022
6320,2022-03-17,PROBE,"Voyager 1, for one",2022
6321,2022-03-17,UNCLE,Cry to end a pin,2022
6322,2022-03-17,BAKES,"Makes, as cakes",2022
6323,2022-03-17,RACE,___ to the bottom,2022
6324,2022-03-17,RICO,Having mucho dinero,2022
6325,2022-03-17,SHAHS,"""___ of Sunset"" (Bravo series)",2022
6326,2022-03-17,APE,Galoot,2022
6327,2022-03-17,STU,"Disco-dancing enthusiast on ""The Simpsons""",2022
6328,2022-03-17,TAP,Select,2022
6329,2022-03-17,ATARI,Company whose name comes from a term in the game of Go,2022
6330,2022-03-17,STY,Farm outbuilding,2022
6331,2022-03-17,SANTASLAP,Popular site for holiday gift orders,2022
6332,2022-03-17,USE,Application,2022
6333,2022-03-17,PHD,Many a prof has one,2022
6334,2022-03-17,UNO,___ Attack (card game variant),2022
6335,2022-03-17,TWOS,Uncommon bills,2022
6336,2022-03-17,RATTAILS,Some hairstyles in punk fashion,2022
6337,2022-03-17,OREO,___ O's,2022
6338,2022-03-17,DONTGO,"""Wait!""",2022
6339,2022-03-17,LAPSES,Expires,2022
6340,2022-03-17,RASTA,"Certain Pan-Africanist, informally",2022
6341,2022-03-17,ETHER,Air up there,2022
6342,2022-03-17,THONG,Flip-flop,2022
6343,2022-03-17,ORATE,"Keynote, e.g.",2022
6344,2022-03-17,WIPER,Car part that moves rhythmically,2022
6345,2022-03-17,TILDE,What a jalapeño has that a habanero lacks,2022
6346,2022-03-17,ESSEX,"One of England's so-called ""home counties""",2022
6347,2022-03-17,SCOW,Boat that's good in shallow water,2022
6348,2022-03-17,RAN,Took off,2022
6349,2022-03-18,AVON,Longtime cosmetics brand,2022
6350,2022-03-18,DISAPPEAR,Dematerialize,2022
6351,2022-03-18,Sp.),De segunda ___ (secondhand,2022
6352,2022-03-18,BESTCHANCE,Surest shot,2022
6353,2022-03-18,BLTS,Things stuck with toothpicks,2022
6354,2022-03-18,ONEATATIME,"""Don't rush!""",2022
6355,2022-03-18,EVIL,"Like the more interesting twin, some would say",2022
6356,2022-03-18,USER,Power ___,2022
6357,2022-03-18,SIDED,Allied (with),2022
6358,2022-03-18,REPOST,Many a Tumblr share,2022
6359,2022-03-18,THEO,Lead-in to -logical,2022
6360,2022-03-18,PUT,Articulated,2022
6361,2022-03-18,ICEE,It might come with a spoon straw,2022
6362,2022-03-18,SWAG,"Attractively bold self-assurance, casually",2022
6363,2022-03-18,JOYCE,"___ Bryant, 20th-century singer/civil rights activist",2022
6364,2022-03-18,CARRY,"Do most of the work for, as a team",2022
6365,2022-03-18,AGO,Long ___,2022
6366,2022-03-18,ONTHEBACKBURNER,Not exactly a priority,2022
6367,2022-03-18,SLO,___-pitch,2022
6368,2022-03-18,LANAI,Island that's part of Maui County,2022
6369,2022-03-18,CANDY,Word with rock or hard,2022
6370,2022-03-18,EYES,Set of eight for most spiders,2022
6371,2022-03-18,TROT,Bring (out),2022
6372,2022-03-18,KIA,Soul seller,2022
6373,2022-03-18,Ger.,Pants,2022
6374,2022-03-18,SYSTEM,Program,2022
6375,2022-03-18,ATRIA,Courts of sorts,2022
6376,2022-03-18,LIPA,"""Future Nostalgia"" singer Dua ___",2022
6377,2022-03-18,ERGO,Sum preceder,2022
6378,2022-03-18,POINTTAKEN,Acknowledgment that another person is at least partly right,2022
6379,2022-03-18,SAGA,"""Twilight,"" for one",2022
6380,2022-03-18,PROTESTERS,"March participants, maybe",2022
6381,2022-03-18,UDON,Thick noodle,2022
6382,2022-03-18,SOTOSPEAK,"""Not literally""",2022
6383,2022-03-18,PENS,Cross products,2022
6384,2022-03-18,AMBER,Ale category,2022
6385,2022-03-18,VALVE,Key for a trumpet,2022
6386,2022-03-18,ONTIPPYTOE,"Stretching to see just a teensy bit better, perhaps",2022
6387,2022-03-18,NOSLOUCH,Pretty darn good,2022
6388,2022-03-18,DENS,"Winter homes, for some",2022
6389,2022-03-18,ISEE,Clear indication?,2022
6390,2022-03-18,STARTERKIT,Basics to build with,2022
6391,2022-03-18,ACT,"The musical ""Come From Away"" has one",2022
6392,2022-03-18,PHASE,What a rebellious teenager may be going through,2022
6393,2022-03-18,PATIOS,Spots for grills,2022
6394,2022-03-18,ENID,"""The Walking Dead"" role",2022
6395,2022-03-18,ACME,Height,2022
6396,2022-03-18,REED,Oregon college whose mascot is a griffin,2022
6397,2022-03-18,BOUT,Undercard listing,2022
6398,2022-03-18,STEEL,Symbol of strength,2022
6399,2022-03-18,HERB,Garden variety?,2022
6400,2022-03-18,ICANRELATE,"""Tell me about it!""",2022
6401,2022-03-18,CACAO,Ingredient in some mole,2022
6402,2022-03-18,WANNATRADE,Exchange words,2022
6403,2022-03-18,AGED,"Let develop, in a way",2022
6404,2022-03-18,GORY,"Sensational, as certain details",2022
6405,2022-03-18,JOSE,Filipino national hero ___ Rizal,2022
6406,2022-03-18,ONLY,Singular,2022
6407,2022-03-18,YUCKY,"Eliciting an ""Ick!""",2022
6408,2022-03-18,BATS,They may emit as many as 200 beeps per second,2022
6409,2022-03-18,RAISESUP,Elevates,2022
6410,2022-03-18,SHINTO,Indigenous religion of Japan,2022
6411,2022-03-18,OATES,Music/comedy duo Garfunkel and ___,2022
6412,2022-03-18,Fr.),___ doute (definitely,2022
6413,2022-03-18,EGGON,"Encourage, maybe too much",2022
6414,2022-03-18,MOANS,Sounds that might accompany foot-dragging,2022
6415,2022-03-18,APPS,Short courses?,2022
6416,2022-03-18,TORO,Spanish wine region named for an animal,2022
6417,2022-03-18,RIOT,Laughfest,2022
6418,2022-03-18,IKEA,Store with a three-syllable name in four letters,2022
6419,2022-03-18,PERK,"Gym membership, maybe",2022
6420,2022-03-18,TSP,Shortening in a recipe,2022
6421,2022-03-19,ABU,"It means ""father of"" in Arabic",2022
6422,2022-03-19,MEW,Catty remark?,2022
6423,2022-03-19,SPICY,"Rated PG-13 or R, say",2022
6424,2022-03-19,LISSOME,Sylphlike,2022
6425,2022-03-19,CLOTHE,Fit out,2022
6426,2022-03-19,LOVEDIT,"""Amaaazing!""",2022
6427,2022-03-19,LOOKSON,Is a witness,2022
6428,2022-03-19,OLIVER,"Comedian John who is said to resemble a love child of Harry Potter and Owl from ""Winnie-the-Pooh""",2022
6429,2022-03-19,PONTIAC,Ottawa leader,2022
6430,2022-03-19,TASER,Stun gun,2022
6431,2022-03-19,BUNCHEDUP,"Like part of a dress affected by static cling, say",2022
6432,2022-03-19,BARNDANCE,Hootenanny,2022
6433,2022-03-19,RULE,Word with gag and ground,2022
6434,2022-03-19,SAFARIHAT,Headwear for the big game?,2022
6435,2022-03-19,DAN,"Levy of ""Schitt's Creek""",2022
6436,2022-03-19,LIVESALIE,Isn't open about oneself,2022
6437,2022-03-19,ICE,Drink cooler,2022
6438,2022-03-19,TECHNERDS,Stereotypical Silicon Valley types,2022
6439,2022-03-19,PANT,Act huffy?,2022
6440,2022-03-19,CHEEREDUP,Came out of the blue?,2022
6441,2022-03-19,ARTILLERY,Launched weapons,2022
6442,2022-03-19,TYPOS,Unwanted autocorrections,2022
6443,2022-03-19,WEELASS,Bonny young lady,2022
6444,2022-03-19,GRIPPE,Influenza,2022
6445,2022-03-19,SANDART,"Some Buddhist mandalas, e.g.",2022
6446,2022-03-19,SEENOTE,[More details below],2022
6447,2022-03-19,ISTUNK,Acknowledgment of a poor performance,2022
6448,2022-03-19,ANAGRAM,"Schoolmaster for the classroom, e.g.",2022
6449,2022-03-19,THEPO,Italy's longest river,2022
6450,2022-03-19,MED,Spec for a script,2022
6451,2022-03-19,TBS,Atlanta-based network,2022
6452,2022-03-19,ALLOT,Parcel,2022
6453,2022-03-19,BIOLAB,Place to study cultures,2022
6454,2022-03-19,USVISAS,They're issued by the Bureau of Consular Affairs,2022
6455,2022-03-19,MODERNFIT,"Suit cut between ""classic"" and ""slim""",2022
6456,2022-03-19,EMIR,House of Saud title,2022
6457,2022-03-19,WET,Like some blankets and bars,2022
6458,2022-03-19,SLOTH,"Along with the anteater, one of two animals in the order Pilosa",2022
6459,2022-03-19,POKIER,Less hurried,2022
6460,2022-03-19,ITSADUD,"""Pfft, this one doesn't work""",2022
6461,2022-03-19,CHOCULA,Count ___,2022
6462,2022-03-19,YEN,"Currency whose name means, literally, ""round""",2022
6463,2022-03-19,SEVERAL,More than a couple,2022
6464,2022-03-19,CONCEALER,Skin-toned cosmetic,2022
6465,2022-03-19,LONCHANEY,"Silent film star known as the ""Man of a Thousand Faces""",2022
6466,2022-03-19,PUNISHERS,"Disciplinarians, at times",2022
6467,2022-03-19,BARECHEST,Something often seen with trunks,2022
6468,2022-03-19,PEN,Fold,2022
6469,2022-03-19,DAVECLARK,"British pop star with more ""Ed Sullivan Show"" appearances than the Beatles",2022
6470,2022-03-19,TIRETREAD,It gets bald over time,2022
6471,2022-03-19,EDDYING,"Going down the drain, in a way",2022
6472,2022-03-19,IPA,Inits. at a bar,2022
6473,2022-03-19,CARWASH,Place to get a wax,2022
6474,2022-03-19,ENTENTE,Summit goal,2022
6475,2022-03-19,SUPPORT,Back,2022
6476,2022-03-19,TIEDUP,Occupied,2022
6477,2022-03-19,POPTAB,Can opener,2022
6478,2022-03-19,LLANO,Cattle-grazing tract,2022
6479,2022-03-19,SEEMS,Looks like,2022
6480,2022-03-19,GENE,Good name for a biologist?,2022
6481,2022-03-19,SIT,Collect dust,2022
6482,2022-03-19,SAM,"___ Taylor-Johnson, director of ""Fifty Shades of Grey""",2022
6483,2022-03-20,CAMP,Band of supporters,2022
6484,2022-03-20,AMUST,Something absolutely necessary,2022
6485,2022-03-20,ARLO,"""___ and Janis"" (comic strip)",2022
6486,2022-03-20,PEP,Oomph,2022
6487,2022-03-20,OBOE,"Word from the French for ""high wood""",2022
6488,2022-03-20,PALLID,Washed out,2022
6489,2022-03-20,MOOR,Dock,2022
6490,2022-03-20,TAPE,Something a winner may run into,2022
6491,2022-03-20,HADNOPRAYER,"""It's tough finding the right person. My first boyfriend was a perfectly nice atheist, but he ...""",2022
6492,2022-03-20,ETES,Tour de France seasons,2022
6493,2022-03-20,SLAW,Side dish at a fish fry,2022
6494,2022-03-20,ICE,Main component of Saturn's rings,2022
6495,2022-03-20,OLIN,"Lena of ""Enemies, a Love Story""",2022
6496,2022-03-20,DIDNTWORKOUT,"""So then I dated a fun couch potato, but he ...""",2022
6497,2022-03-20,BULLPEN,Non-starters?,2022
6498,2022-03-20,OBEDIENT,Toeing the line,2022
6499,2022-03-20,OLE,Fútbol cheer,2022
6500,2022-03-20,ASTI,Italian wine region,2022
6501,2022-03-20,ESPN,"""30 for 30"" airer",2022
6502,2022-03-20,Abbr.,"The 1 in {1,2,3}",2022
6503,2022-03-20,BEAKER,Lab vessel,2022
6504,2022-03-20,KETONE,"Camphor, e.g.",2022
6505,2022-03-20,TONGUE,One getting depressed during exams?,2022
6506,2022-03-20,LATS,They're found near traps,2022
6507,2022-03-20,CAMETONOTHING,"""Then my friend set me up with a recluse, but he ...""",2022
6508,2022-03-20,SAHL,Comedian Mort,2022
6509,2022-03-20,ALOHAOE,Classic Hawaiian folk song,2022
6510,2022-03-20,ETS,"Superman and others, for short",2022
6511,2022-03-20,GENESIS,Book with a notable world premiere?,2022
6512,2022-03-20,RESELL,What middlemen do,2022
6513,2022-03-20,GULL,Noisy beachgoer,2022
6514,2022-03-20,BAO,Bun in a bamboo steamer,2022
6515,2022-03-20,HTTPS,Internet encryption inits.,2022
6516,2022-03-20,DUAL,Binary,2022
6517,2022-03-20,LETMEDOWN,"""I dated my rock climbing instructor for a while, but he just ...""",2022
6518,2022-03-20,ASIA,___-Pacific,2022
6519,2022-03-20,STILL,Not sparkling,2022
6520,2022-03-20,ORE,Blast furnace supply,2022
6521,2022-03-20,BUNK,Baloney,2022
6522,2022-03-20,SIRENS,Bad signs for a bank robber,2022
6523,2022-03-20,SCIENCE,"Academic journal with a ""Breakthrough of the Year"" award",2022
6524,2022-03-20,COE,U.K. track star-turned-politician Sebastian,2022
6525,2022-03-20,JUMBLES,Mishmashes,2022
6526,2022-03-20,TOOK,Swindled,2022
6527,2022-03-20,WOULDNEVERFLY,"""Then I had a fling with a Pittsburgh Penguin, but I knew he ...""",2022
6528,2022-03-20,THAI,Cuisine featuring som tam,2022
6529,2022-03-20,TENHUT,Drill command,2022
6530,2022-03-20,RELATE,Feel another's pain,2022
6531,2022-03-20,HUSSAR,Cavalryman of old,2022
6532,2022-03-20,AIR,Big ___ (Olympic snowboarding event),2022
6533,2022-03-20,MEWL,Whimper,2022
6534,2022-03-20,APPS,"Starters, for short",2022
6535,2022-03-20,EMU,Outback speedster,2022
6536,2022-03-20,BEATTIME,"Keep rhythm, as a conductor might",2022
6537,2022-03-20,OSHKOSH,Wisconsin town with a clothing namesake,2022
6538,2022-03-20,MISSEDTHECUT,"""I was in a serious relationship with a hippie, but he ...""",2022
6539,2022-03-20,OSHA,Org. issuing vaccine standards starting in 2021,2022
6540,2022-03-20,LYE,It may be part of a solution,2022
6541,2022-03-20,ADUE,"Together, in music",2022
6542,2022-03-20,ARAL,Fading sea name,2022
6543,2022-03-20,DIDTHETRICK,"""Finally, I started seeing a charming magician, and he ...""",2022
6544,2022-03-20,GOAT,"Pan, in part",2022
6545,2022-03-20,MINI,Fun-size,2022
6546,2022-03-20,SENIOR,Kind of thesis,2022
6547,2022-03-20,ACHE,Weekend warrior's woe,2022
6548,2022-03-20,IRL,"Happening offline, to a texter",2022
6549,2022-03-20,EASE,Relaxation,2022
6550,2022-03-20,RASTA,"Devotee of Haile Selassie, informally",2022
6551,2022-03-20,PEEL,Bit of kitchen waste,2022
6552,2022-03-20,COHIBA,Big name in pricey cigars,2022
6553,2022-03-20,ABACUS,You can't say it doesn't count,2022
6554,2022-03-20,MODELT,"Lizzie is one, in the ""Cars"" movies",2022
6555,2022-03-20,PEN,Crossword solving option,2022
6556,2022-03-20,APPLE,Watch maker since 2015,2022
6557,2022-03-20,MARINEONE,It lands on the White House's South Lawn,2022
6558,2022-03-20,ULAN,"___ Bator, Mongolia",2022
6559,2022-03-20,SLY,On the ___,2022
6560,2022-03-20,TIEDON,"Fastened, in a way",2022
6561,2022-03-20,AMENDING,Making change,2022
6562,2022-03-20,ROTTING,"Well past the freshness date, say",2022
6563,2022-03-20,LOEWE,"""My Fair Lady"" composer",2022
6564,2022-03-20,ORSONBEAN,"Actor/comedian who was a regular on Johnny Carson's ""Tonight Show""",2022
6565,2022-03-20,PALOOKA,Meathead,2022
6566,2022-03-20,EPAULET,Military uniform feature,2022
6567,2022-03-20,PEWTERS,Bluish-gray shades,2022
6568,2022-03-20,DRIB,Scintilla,2022
6569,2022-03-20,TSK,"""Shameful!""",2022
6570,2022-03-20,OOP,Alley-___,2022
6571,2022-03-20,DEMONS,Possessive types?,2022
6572,2022-03-20,Abbr.,Way to go,2022
6573,2022-03-20,LIKEHELLITIS,"""You're so wrong about that!""",2022
6574,2022-03-20,SNO,Lead-in to Cat,2022
6575,2022-03-20,PET,Something that all but three U.S. presidents have had while in office,2022
6576,2022-03-20,ALLSTARBREAK,"""Time out"" in the N.B.A.",2022
6577,2022-03-20,ETAL,What makes the short list?,2022
6578,2022-03-20,TOOL,Total jerk,2022
6579,2022-03-20,TITLEBOUT,Boxing highlight,2022
6580,2022-03-20,USEON,Apply to,2022
6581,2022-03-20,CARDS,Jokesters,2022
6582,2022-03-20,ALEUTS,Some native Alaskans,2022
6583,2022-03-20,MOSAIC,Tile work,2022
6584,2022-03-20,HELM,Leadership position,2022
6585,2022-03-20,HEH,Bit of a chuckle,2022
6586,2022-03-20,GAWK,Rubberneck,2022
6587,2022-03-20,ITSELF,"""A house divided against ___ cannot stand""",2022
6588,2022-03-20,SPINEL,Rubylike gem,2022
6589,2022-03-20,GERE,"Richard of ""Chicago""",2022
6590,2022-03-20,UTE,Native people for whom a state is named,2022
6591,2022-03-20,BON,"When doubled, a candy",2022
6592,2022-03-20,SASSY,Quick with a clapback,2022
6593,2022-03-20,LOCKE,"So-called ""Father of Liberalism""",2022
6594,2022-03-20,DUEL,Conflict taking a couple of seconds?,2022
6595,2022-03-20,LEO,"Soccer star Messi, to fans",2022
6596,2022-03-20,SUVA,Capital of Fiji,2022
6597,2022-03-20,IMET,"""How ___ Your Mother""",2022
6598,2022-03-20,NOTREDAME,Beloved site for the Irish ... and French,2022
6599,2022-03-20,COURIC,"Journalist who was the first woman to guest-host ""Jeopardy!""",2022
6600,2022-03-20,JELLOSHOT,Hard stuff that jiggles,2022
6601,2022-03-20,WHITELIE,"""We'll be in touch!,"" often",2022
6602,2022-03-20,DRE,Dr. of 112-Down,2022
6603,2022-03-20,NEW,"Counterpart of full, in a way",2022
6604,2022-03-20,THEMAGI,Wise guys?,2022
6605,2022-03-20,HUMIDOR,One might be smoke-filled,2022
6606,2022-03-20,ASUSUAL,Not surprisingly,2022
6607,2022-03-20,NATHANS,Big name in hot dogs,2022
6608,2022-03-20,ABE,"Face on a penny, familiarly",2022
6609,2022-03-20,METIER,Strong suit,2022
6610,2022-03-20,POLICE,Regulate,2022
6611,2022-03-20,PSYCHE,Cupid's love,2022
6612,2022-03-20,SHEKEL,Mideast currency unit,2022
6613,2022-03-20,ATRIA,Features of some halls,2022
6614,2022-03-20,MUDS,Mucky substances,2022
6615,2022-03-20,SHERA,Twin sister of He-Man,2022
6616,2022-03-20,HAT,"What, in multiple senses, might get tipped",2022
6617,2022-03-20,SET,Take place?,2022
6618,2022-03-20,OTIS,"Redding who wrote ""Respect""",2022
6619,2022-03-20,DNA,Crispr material,2022
6620,2022-03-20,RAP,See 81-Down,2022
6621,2022-03-21,RICCI,"Actress Christina of ""The Addams Family""",2022
6622,2022-03-21,RIDE,Amusement park attraction,2022
6623,2022-03-21,BLOT,"Ink ""oops""",2022
6624,2022-03-21,AMOUR,French romance,2022
6625,2022-03-21,ACER,Taiwanese tech giant,2022
6626,2022-03-21,AIDE,Assistant,2022
6627,2022-03-21,RAMBO,Classic Sylvester Stallone part,2022
6628,2022-03-21,TEAGARDEN,"Alfresco spot for a ""spot""",2022
6629,2022-03-21,EXPANDEDROLE,"Greater responsibility, often as part of a promotion",2022
6630,2022-03-21,MAD,Furious,2022
6631,2022-03-21,ESPN,"""College GameDay"" broadcaster",2022
6632,2022-03-21,PICKINGNITS,Pointing out minuscule annoyances,2022
6633,2022-03-21,EON,Lo-o-ong time,2022
6634,2022-03-21,IMEAN,"""Let me clarify ...""",2022
6635,2022-03-21,ETS,"Flying saucer fliers, in brief",2022
6636,2022-03-21,SPCA,Org. for pet rescue,2022
6637,2022-03-21,KHLOEKARDASHIAN,Reality star sister of Kim and Kourtney,2022
6638,2022-03-21,EELS,Congers and morays,2022
6639,2022-03-21,PHD,Academic's degree,2022
6640,2022-03-21,PETRA,"Jordanian landmark described as ""a rose-red city half as old as time""",2022
6641,2022-03-21,SRO,Sign of a packed performance,2022
6642,2022-03-21,CHISELEDABS,Goal of some core workouts,2022
6643,2022-03-21,ESTO,"This, in Spanish",2022
6644,2022-03-21,SAC,Anatomical pouch,2022
6645,2022-03-21,BACKUPSINGER,One helping in a band ... or what can be found in each set of circled letters?,2022
6646,2022-03-21,INBOXZERO,Rigorous email management strategy,2022
6647,2022-03-21,AORTA,Vital artery,2022
6648,2022-03-21,DARN,"""Dagnabbit!""",2022
6649,2022-03-21,AMIS,Novelist Kingsley,2022
6650,2022-03-21,LSATS,"Exams for aspiring attorneys, in brief",2022
6651,2022-03-21,OBOE,Reedy wind instrument,2022
6652,2022-03-21,ROSA,Civil rights icon Parks,2022
6653,2022-03-21,KEYUP,Really energize,2022
6654,2022-03-21,RARE,Uncommon,2022
6655,2022-03-21,IMAX,Extra-large movie format,2022
6656,2022-03-21,COMP,Workers' ___ (on-the-job insurance),2022
6657,2022-03-21,CUBA,Havana is its capital,2022
6658,2022-03-21,IRONMINE,Excavation site for a steelmaker,2022
6659,2022-03-21,RATEDG,"Suitable for all ages, as a movie",2022
6660,2022-03-21,ICED,Like many a summertime beverage,2022
6661,2022-03-21,DEAR,Cherished,2022
6662,2022-03-21,ERGO,"Latin ""therefore""",2022
6663,2022-03-21,BARES,"Exposes, as one's teeth or soul",2022
6664,2022-03-21,LID,Part of the eye that blinks,2022
6665,2022-03-21,ODE,Poem of praise,2022
6666,2022-03-21,TEN,"""Count to ___"" (calming advice)",2022
6667,2022-03-21,ALES,Certain tavern pours,2022
6668,2022-03-21,DAN,QB Marino,2022
6669,2022-03-21,PEPITA,"Pumpkin seed, by another name",2022
6670,2022-03-21,NOCARB,Like diets that cut out bread and pasta,2022
6671,2022-03-21,PIKES,Spearlike weapons of medieval times,2022
6672,2022-03-21,IMHERE,Text from a waiting car pool driver,2022
6673,2022-03-21,CELLOS,String quartet instruments,2022
6674,2022-03-21,KAOS,"Evil organization on ""Get Smart""",2022
6675,2022-03-21,NERDS,Dorky sorts,2022
6676,2022-03-21,ITD,"""___ be my pleasure!""",2022
6677,2022-03-21,TSA,Airport screening grp.,2022
6678,2022-03-21,NANAS,Grandmas,2022
6679,2022-03-21,SHED,Backyard building,2022
6680,2022-03-21,KPH,Speed measure on European hwys.,2022
6681,2022-03-21,AHI,Some sushi tuna,2022
6682,2022-03-21,SPECIALK,Kellogg's breakfast cereal,2022
6683,2022-03-21,COAX,Cajole,2022
6684,2022-03-21,ESPOSA,Spanish wife,2022
6685,2022-03-21,LAS,"___ Vegas, Nev.",2022
6686,2022-03-21,TBONE,Steakhouse option,2022
6687,2022-03-21,CZAR,Industry bigwig,2022
6688,2022-03-21,KEMO,"___ Sabe (the Lone Ranger, to Tonto)",2022
6689,2022-03-21,URIS,"Leon ___, ""Exodus"" author",2022
6690,2022-03-21,NOSE,What glasses rest on,2022
6691,2022-03-21,GRAY,Color of an overcast sky,2022
6692,2022-03-21,ETTU,"""___, Brute?""",2022
6693,2022-03-21,RASP,Carpenter's file,2022
6694,2022-03-21,IDO,Altar promise,2022
6695,2022-03-21,NAB,Catch in the act,2022
6696,2022-03-21,BRO,Dude,2022
6697,2022-03-22,GEARED,"Prepared, with ""up""",2022
6698,2022-03-22,ASP,Snake in ancient Egyptian art,2022
6699,2022-03-22,WAZE,Crowdsourced map app,2022
6700,2022-03-22,ULTIMA,"Final syllable of a word, in linguistics",2022
6701,2022-03-22,LOU,Singer Rawls,2022
6702,2022-03-22,AGOG,Wide-eyed with wonder,2022
6703,2022-03-22,FATBOYSLIM,Oxymoronic stage name for the D.J. Norman Cook,2022
6704,2022-03-22,FROG,Puddle-jumper?,2022
6705,2022-03-22,FIE,"""Phooey!,"" to Shakespeare",2022
6706,2022-03-22,EARP,Frontiersman Wyatt,2022
6707,2022-03-22,FESS,"Admit, with ""up""",2022
6708,2022-03-22,ANN,"Rashida Jones's role on ""Parks and Recreation""",2022
6709,2022-03-22,SHEEPLE,"Unquestioning followers, in slang",2022
6710,2022-03-22,WEDIDIT,First three words famously said by Kamala Harris to Joe Biden upon winning the 2020 election,2022
6711,2022-03-22,EDGEDUP,Gradually increased,2022
6712,2022-03-22,RARES,"Hard-to-find game cards, in collector's lingo",2022
6713,2022-03-22,ISITME,"""Am I the problem here?""",2022
6714,2022-03-22,ECHO,Reverberate,2022
6715,2022-03-22,OTHER,In ___ words,2022
6716,2022-03-22,ROAR,"Sound likely not made by a Tyrannosaurus rex, despite what ""Jurassic Park"" would have you believe",2022
6717,2022-03-22,SEENIN,Welcomed at the door,2022
6718,2022-03-22,HBOGO,Streaming service rebranded with the suffix Max in 2020,2022
6719,2022-03-22,PERFUME,Fragrance,2022
6720,2022-03-22,ONENESS,Singularity,2022
6721,2022-03-22,Sp.,Gentleman,2022
6722,2022-03-22,APU,"""The Simpsons"" storekeeper",2022
6723,2022-03-22,SKOL,Vodka brand that sounds like a toast,2022
6724,2022-03-22,IMOK,Reassuring words after a fall,2022
6725,2022-03-22,SAN,"___ Jose, Calif.",2022
6726,2022-03-22,CANI,"""Ple-e-e-ease?""",2022
6727,2022-03-22,DISSENTERS,Ones with minority views,2022
6728,2022-03-22,ATON,Oodles,2022
6729,2022-03-22,ERE,"Before, poetically",2022
6730,2022-03-22,LIAISE,Act as a go-between,2022
6731,2022-03-22,BERG,Icy hazard at sea,2022
6732,2022-03-22,NAE,"When doubled, a 2010s dance fad",2022
6733,2022-03-22,MAGNET,Object represented visually twice in this puzzle,2022
6734,2022-03-22,GUFFAW,Belly laugh,2022
6735,2022-03-22,ELAINE,"Julia Louis-Dreyfus role on ""Seinfeld""",2022
6736,2022-03-22,ATTEND,Go to,2022
6737,2022-03-22,RIB,___-eye steak,2022
6738,2022-03-22,EMO,Punk offshoot,2022
6739,2022-03-22,DAY,Word with latter or red-letter,2022
