,crossword_date,answers,clues,crossword_year,day_of_week
62244,2017-01-19,RRR,"School basics, informally",2017,Thursday
61094,2017-01-05,LESMIZ,"Musical set in France, informally",2017,Thursday
60783,2017-01-01,FAVE,"Go-to choice, slangily",2017,Sunday
60816,2017-01-01,UKES,"Instruments played close to the chest, informally",2017,Sunday
60820,2017-01-01,HANKIE,"Something to tear into, informally?",2017,Sunday
60867,2017-01-02,SEC,"Moment, informally",2017,Monday
61550,2017-01-10,KISSERS,"Mouths, slangily",2017,Tuesday
61561,2017-01-10,TIL,"Up to, informally",2017,Tuesday
61384,2017-01-08,SPOOKS,"Spies, informally",2017,Sunday
61404,2017-01-08,TRICEP,"Arm muscle, informally",2017,Sunday
63794,2017-02-06,RASTA,"Many a reggae musician, informally",2017,Monday
63823,2017-02-07,PEC,"Muscle toned from push-ups, informally",2017,Tuesday
63970,2017-02-09,OWN,"Trounce, informally",2017,Thursday
63954,2017-02-09,MIA,"Nowhere to be found, informally",2017,Thursday
63634,2017-02-05,SEXILE,"Send elsewhere for the night, as a roommate, in modern lingo",2017,Sunday
63633,2017-02-05,TREERAT,"Gray squirrel, in slang",2017,Sunday
63776,2017-02-06,REF,"Coin flipper at the Super Bowl, informally",2017,Monday
63688,2017-02-05,DIYKIT,"Aid for the handy, informally",2017,Sunday
63710,2017-02-05,GYP,"Rip off, informally",2017,Sunday
64025,2017-02-09,INOT,"Past the regulation period, informally",2017,Thursday
64029,2017-02-10,SWAB,"Navy enlistee, informally",2017,Friday
64063,2017-02-10,GONNA,"Planning to, informally",2017,Friday
64203,2017-02-12,ABE,"He can be seen at the western end of the National Mall, informally",2017,Sunday
63029,2017-01-29,TWOSTRIPER,"Lieutenant, informally",2017,Sunday
62660,2017-01-24,HOG,"Harley-Davidson bike, in slang",2017,Tuesday
62626,2017-01-23,HEPTO,"Aware of, in cool-cat slang",2017,Monday
62656,2017-01-23,OATER,"Many a John Wayne film, informally",2017,Monday
62635,2017-01-23,DADBODS,"Some pudgy, middle-aged physiques, informally",2017,Monday
62755,2017-01-25,NOIR,"Dark film genre, informally",2017,Wednesday
63329,2017-02-01,CRASH,"Go to bed, informally",2017,Wednesday
63325,2017-02-01,BAE,"Main squeeze, in modern lingo",2017,Wednesday
63364,2017-02-01,PBJ,"Basic lunch sandwich, informally",2017,Wednesday
63142,2017-01-29,ENDO,"Marijuana, in modern slang",2017,Sunday
63105,2017-01-29,IMO,"""I think,"" in texts",2017,Sunday
63111,2017-01-29,BOFA,"Citi rival, informally",2017,Sunday
63107,2017-01-29,YOU,Word shortened to its last letter in texts,2017,Sunday
63194,2017-01-30,ALUMS,"Targets for a college fund-raising drive, informally",2017,Monday
73420,2017-06-02,VOLUNTOLD,"Assigned, as to do charity work, in modern lingo",2017,Friday
73109,2017-05-29,IKE,"Eisenhower, informally",2017,Monday
73129,2017-05-29,AMIRITE,"""You agree with me?,"" informally",2017,Monday
73823,2017-06-07,GITMO,"U.S. base in Cuba, informally",2017,Wednesday
73751,2017-06-06,TUDE,"Sass, in slang",2017,Tuesday
73602,2017-06-04,DADS,"___ Day (June event, informally)",2017,Sunday
73615,2017-06-04,DEM,"Bill Clinton or Barack Obama, informally",2017,Sunday
72102,2017-05-17,SATCHMO,"""Hello, Dolly!"" singer, informally",2017,Wednesday
72567,2017-05-23,CELT,"TD Garden athlete, informally",2017,Tuesday
73003,2017-05-28,ONE,"With 18-Down, distribution limitation, informally",2017,Sunday
72965,2017-05-28,SOCAL,"Where 84-Down is, colloquially",2017,Sunday
72585,2017-05-23,PSYCH,"Big college major, informally",2017,Tuesday
75180,2017-06-24,NOLA,"Jazz Fest setting, informally",2017,Saturday
75228,2017-06-25,NARC,"Deal watcher, informally",2017,Sunday
75316,2017-06-25,BIO,"Science class, informally",2017,Sunday
75012,2017-06-21,CATAN,"Settlement-building board game, informally",2017,Wednesday
75029,2017-06-22,STNICK,"One flying during the holiday season, informally",2017,Thursday
75155,2017-06-23,BRONC,"Rodeo sight, informally",2017,Friday
75725,2017-06-30,FOMO,"Feeling that everyone's having fun without you, in modern lingo",2017,Friday
75715,2017-06-30,TUMMIES,"Food processors, informally",2017,Friday
75669,2017-06-29,IMO,"""I think,"" in texts",2017,Thursday
75691,2017-06-30,TUDE,"Impudence, slangily",2017,Friday
75491,2017-06-27,NOLE,"Florida State athlete, slangily",2017,Tuesday
75486,2017-06-27,CARDIO,"Exercise on an elliptical machine, informally",2017,Tuesday
75591,2017-06-28,LEGS,"Endurance, informally",2017,Wednesday
74939,2017-06-20,TIL,"Up to, informally",2017,Tuesday
74430,2017-06-14,SKEETER,"Flying pest, slangily",2017,Wednesday
74458,2017-06-15,NAM,"What several characters in ""Coming Home"" came home from, informally",2017,Thursday
74403,2017-06-14,BEAM,"Gymnastics event, informally",2017,Wednesday
74495,2017-06-15,WAY,"Very, informally",2017,Thursday
70040,2017-04-23,IDS,"Picks out of a lineup, informally",2017,Sunday
69982,2017-04-22,POKE,"Slow sort, informally",2017,Saturday
69774,2017-04-19,SWEAT,"Worry about, informally",2017,Wednesday
69757,2017-04-19,UVRAY,"Tanning element, informally",2017,Wednesday
68499,2017-04-04,COSMO,"Pink cocktail, informally",2017,Tuesday
69079,2017-04-11,LOTSA,"Many, colloquially",2017,Tuesday
69106,2017-04-11,ICE,"Diamonds, slangily",2017,Tuesday
69049,2017-04-10,PBANDJ,"Popular sandwich, informally",2017,Monday
69126,2017-04-11,DECO,"Style of the Chrysler Building, informally",2017,Tuesday
71446,2017-05-09,BAG,"Give up on, in slang",2017,Tuesday
71512,2017-05-10,SCREW,"Prison guard, slangily",2017,Wednesday
71286,2017-05-07,SWOLE,"Bulked up, in modern lingo",2017,Sunday
71279,2017-05-07,ONEG,"Force on Earth, informally",2017,Sunday
71698,2017-05-13,NOOB,"Pro's opposite, in slang",2017,Saturday
71626,2017-05-12,MIN,"Brief bit of time, in slang",2017,Friday
71828,2017-05-14,DEETS,"Juicy bits, in slang",2017,Sunday
70218,2017-04-25,CBGBS,"Legendary music club in Lower Manhattan, informally",2017,Tuesday
70210,2017-04-24,GMAN,"F.B.I. worker, informally",2017,Monday
70231,2017-04-25,SEZ,"Utters, informally",2017,Tuesday
70319,2017-04-26,AGGRO,"Hostility, in British slang",2017,Wednesday
71125,2017-05-06,THE,"With 51-Across, two steps away from AA, informally",2017,Saturday
71031,2017-05-04,TEMP,"Time's partner, informally",2017,Thursday
70739,2017-05-01,YUKS,"Big laughs, slangily",2017,Monday
70728,2017-05-01,BROMO,"Fizzy headache remedy, informally",2017,Monday
70815,2017-05-02,FRAT,"Group that takes pledges, informally",2017,Tuesday
101123,2018-05-02,ONER,"Extraordinary thing, in slang",2018,Wednesday
101222,2018-05-04,CROC,"Animal with a big bite, informally",2018,Friday
101379,2018-05-06,STRO,"Minute Maid Park player, informally",2018,Sunday
101385,2018-05-06,LID,"Hat, informally",2018,Sunday
101327,2018-05-05,GOHALFSIES,"Split the bill, informally",2018,Saturday
100743,2018-04-28,ALLTHERE,"Sound, informally",2018,Saturday
100900,2018-04-29,SICK,"Totally awesome, in slang",2018,Sunday
102056,2018-05-13,BOSN,"Nautical title, informally",2018,Sunday
101967,2018-05-13,HOMEEC,"Obsolescent high school course, informally",2018,Sunday
102211,2018-05-15,BABYBLUES,"*Dreamy eyes, informally",2018,Tuesday
102220,2018-05-15,DJED,"Played at work, informally?",2018,Tuesday
101680,2018-05-09,POM,"Small dog, informally",2018,Wednesday
101563,2018-05-07,EXPAT,"One living abroad, informally",2018,Monday
101523,2018-05-07,SUPE,"Apartment building overseer, informally",2018,Monday
101904,2018-05-12,MOONIE,"Certain religious proselytizer, informally",2018,Saturday
101771,2018-05-10,GETGO,"Beginning, informally",2018,Thursday
99296,2018-04-10,ZILCH,"Nothing, informally",2018,Tuesday
99193,2018-04-09,PIX,"Photos, informally",2018,Monday
99510,2018-04-13,SMOKES,"Defeats decisively, in slang",2018,Friday
99398,2018-04-11,IMHO,"""Here's what I think,"" in textspeak",2018,Wednesday
99433,2018-04-12,NEOS,"Modernists, informally",2018,Thursday
98747,2018-04-04,TAT,"Skin art, informally",2018,Wednesday
98653,2018-04-02,BFFS,"Bosom buddies, in modern lingo",2018,Monday
98739,2018-04-03,DQED,"Tossed out of the game, informally",2018,Tuesday
99039,2018-04-07,IMO,"""Methinks,"" in texts",2018,Saturday
100278,2018-04-22,CAPN,"Skipper, informally",2018,Sunday
100054,2018-04-20,HISNHERS,"Couple's matching pair, informally",2018,Friday
100058,2018-04-20,THIRSTY,"Desperately in need of approval, in modern slang",2018,Friday
99607,2018-04-15,NONO,"Pitcher's feat, slangily",2018,Sunday
99595,2018-04-14,ROIDED,"Used performance-enhancing substances, in slang",2018,Saturday
99973,2018-04-19,POKE,"Slow sort, informally",2018,Thursday
100000,2018-04-19,LITHO,"Many an art print, informally",2018,Thursday
100011,2018-04-19,EATIT,"Wipe out, in slang",2018,Thursday
104902,2018-06-17,ROLLIE,"Certain expensive watch, in slang",2018,Sunday
105000,2018-06-18,CAM,"Filming device, informally",2018,Monday
104776,2018-06-16,BOSS,"Cool, colloquially",2018,Saturday
104777,2018-06-16,ONFLEEK,"Flawlessly styled, in modern slang",2018,Saturday
104795,2018-06-16,LEOMESSI,"Argentine soccer star, informally",2018,Saturday
105107,2018-06-19,FRO,"Big do, informally",2018,Tuesday
105123,2018-06-20,DIS,"Insult, informally",2018,Wednesday
104350,2018-06-10,STOLI,"Certain vodka order, informally",2018,Sunday
104396,2018-06-11,FLACKS,"Press agents, informally",2018,Monday
104668,2018-06-14,HEMI,"Powerful engine, informally",2018,Thursday
104727,2018-06-15,SWOLE,"Very muscular, in slang",2018,Friday
104737,2018-06-15,OTCSTOCK,"Investor's purchase outside an exchange, informally",2018,Friday
104638,2018-06-14,DANDD,"Classic fantasy game, informally",2018,Thursday
105842,2018-06-29,ELO,"""Telephone Line"" band, informally",2018,Friday
105854,2018-06-29,DISTRO,"Package of Linux software, informally",2018,Friday
105767,2018-06-28,FROS,"Jackson 5 coifs, informally",2018,Thursday
106167,2018-07-02,HATER,"Jealous critic, informally",2018,Monday
106002,2018-07-01,PARTAY,"Quite a bash, in slang",2018,Sunday
105971,2018-06-30,ADORBS,"Totally cute, in slang",2018,Saturday
106040,2018-07-01,GETLIT,"Go on a drinking spree, in slang",2018,Sunday
105396,2018-06-23,LOCK,"Overwhelming favorite, informally",2018,Saturday
105341,2018-06-23,BAIL,"Depart unceremoniously, in slang",2018,Saturday
105690,2018-06-26,TAR,"Sailor, informally",2018,Tuesday
105539,2018-06-24,NOM,"Oscar ___ (Hollywood honor, informally)",2018,Sunday
102928,2018-05-24,STIRITUP,"Provoke a fight, colloquially",2018,Thursday
102935,2018-05-24,SRSLY,"""Are you kidding me?,"" in texts",2018,Thursday
102966,2018-05-25,HATESON,"Verbally abuses, in slang",2018,Friday
103267,2018-05-28,HIPTO,"Aware of, informally",2018,Monday
103145,2018-05-27,REP,"Agent, informally",2018,Sunday
103205,2018-05-27,HISPEED,"Unlike dial-up internet service, informally",2018,Sunday
102631,2018-05-20,BARBQ,"Backyard shindig, informally",2018,Sunday
102609,2018-05-20,GOES,"Says, informally",2018,Sunday
102493,2018-05-19,OKE,"Fine and dandy, in old slang",2018,Saturday
102831,2018-05-23,COX,"Member of a crew, informally",2018,Wednesday
102689,2018-05-21,SIXER,"Philadelphia N.B.A. player, informally",2018,Monday
102748,2018-05-22,NEG,"Original of an old photo, informally",2018,Tuesday
103991,2018-06-06,MABELL,"Old telephone service provider, informally",2018,Wednesday
103947,2018-06-05,NEWB,"Neophyte, in modern lingo",2018,Tuesday
103951,2018-06-06,STJOE,"Missouri city, informally",2018,Wednesday
104043,2018-06-07,MERC,"Bygone Ford make, informally",2018,Thursday
103938,2018-06-05,HITECH,"Electronically advanced, informally",2018,Tuesday
104095,2018-06-07,LIT,"Like a happening party, in slang",2018,Thursday
104067,2018-06-07,PRAT,"Fool, in British slang",2018,Thursday
103493,2018-05-31,CAB,"Certain wine order, informally",2018,Thursday
103562,2018-06-01,MOMA,"Home of Dalí's ""The Persistence of Memory,"" informally",2018,Friday
103559,2018-06-01,GOTIME,"Crucial hour, informally",2018,Friday
103552,2018-06-01,NOM,"Academy recognition, informally",2018,Friday
103754,2018-06-03,GAS,"Fastball, in baseball slang",2018,Sunday
103820,2018-06-04,GLADS,"Some showy blossoms, informally",2018,Monday
103644,2018-06-02,TRANKS,"Zookeepers' rounds, informally",2018,Saturday
103657,2018-06-02,ITTY,"Minute, informally",2018,Saturday
93521,2018-01-30,ADREP,"""Mad Men"" type, informally",2018,Tuesday
93142,2018-01-26,WORDVOMIT,"Verbal outpouring, in slang",2018,Friday
93165,2018-01-26,HILO,"Stud poker variation, informally",2018,Friday
92963,2018-01-24,DRWHO,"BBC sci-fi series, informally",2018,Wednesday
93406,2018-01-29,MODELUN,"Students' simulation of global diplomacy, informally",2018,Monday
93409,2018-01-29,PJS,"Sleepover attire, informally",2018,Monday
93377,2018-01-28,BOCA,"Florida city, informally",2018,Sunday
93210,2018-01-27,DINGER,"Home run, in slang",2018,Saturday
94547,2018-02-12,RULE,"Be the best, in slang",2018,Monday
94509,2018-02-11,CRIB,"Home, in slang",2018,Sunday
94556,2018-02-12,TAZ,"Cartoon ""devil,"" informally",2018,Monday
94382,2018-02-10,MLBDRAFT,"Annual June sports event, informally",2018,Saturday
94068,2018-02-06,SORTA,"More or less, informally",2018,Tuesday
94087,2018-02-06,DOPE,"Amazing, in slang",2018,Tuesday
94101,2018-02-06,ADORBS,"Cute, in modern slang",2018,Tuesday
94153,2018-02-07,ZIN,"Certain red wine, informally",2018,Wednesday
91702,2018-01-08,ORTHO,"Branch of dentistry, informally",2018,Monday
91668,2018-01-08,REC,"Letter accompanying a college application, informally",2018,Monday
91769,2018-01-09,SKED,"What's happening and when, informally",2018,Tuesday
91593,2018-01-07,POMS,"Yappy lap dogs, informally",2018,Sunday
91626,2018-01-07,SCI,"Comp ___ (college major, informally)",2018,Sunday
92007,2018-01-12,PAN,"Attracted to people of all genders, in modern lingo",2018,Friday
91882,2018-01-10,TRIB,"Chicago daily, informally",2018,Wednesday
91143,2018-01-01,FATCAT,"Wealthy sort, informally",2018,Monday
91438,2018-01-05,TOTES,"Completely, in modern slang",2018,Friday
91496,2018-01-06,THEFEDS,"National force, informally",2018,Saturday
91412,2018-01-05,ROTOS,"Old newspaper photo sections, informally",2018,Friday
92578,2018-01-19,BEAR,"Difficult thing to do, informally",2018,Friday
92903,2018-01-23,OPRY,"Nashville venue, informally",2018,Tuesday
92820,2018-01-22,VPS,"Biden and Pence, informally",2018,Monday
92838,2018-01-22,STANDINGO,"Enthusiastic audience response, informally",2018,Monday
92795,2018-01-21,ZINES,"Fan publications, informally",2018,Sunday
92809,2018-01-22,AFTS,"Times past noon, informally",2018,Monday
92405,2018-01-17,REG,"Rule, informally",2018,Wednesday
92390,2018-01-17,LAW,"Police, informally",2018,Wednesday
92310,2018-01-16,KTOWN,"Neighborhood where kimchi might be found, informally",2018,Tuesday
92349,2018-01-16,ZEROG,"Weightless state, informally",2018,Tuesday
96948,2018-03-13,RASTA,"Devotee of Haile Selassie, informally",2018,Tuesday
96746,2018-03-11,BAJA,"Tijuana setting, informally",2018,Sunday
97111,2018-03-15,LOFAT,"Yogurt choice, informally",2018,Thursday
98492,2018-04-01,GMEN,"4-Down personnel, informally",2018,Sunday
97902,2018-03-25,DOPE,"Pretty cool, in slang",2018,Sunday
97874,2018-03-25,ROSIE,"Onetime co-host of ""The View,"" informally",2018,Sunday
98154,2018-03-27,ACES,"The best, in slang",2018,Tuesday
97956,2018-03-25,TINHATS,"Paranoid sorts, in slang",2018,Sunday
98030,2018-03-26,OFFS,"Does in, in mob slang",2018,Monday
98025,2018-03-26,CIG,"Salem or Marlboro, slangily",2018,Monday
95523,2018-02-24,MAHI,"Dolphinfish, informally",2018,Saturday
95011,2018-02-18,REC,"Suggestion of what to do, slangily",2018,Sunday
94905,2018-02-16,GOMER,"Cloddish sort, in slang",2018,Friday
94948,2018-02-17,BBQS,"Summer outdoor events, informally",2018,Saturday
94913,2018-02-17,BMX,"Sport with stunt riding, informally",2018,Saturday
94931,2018-02-17,LIT,"Like a happening party, in slang",2018,Saturday
95239,2018-02-20,OTOH,"""Then again ...,"" in texts",2018,Tuesday
96486,2018-03-07,TEACH,"Head of a classroom, in slang",2018,Wednesday
96477,2018-03-07,DRE,"Eazy-E collaborator, informally",2018,Wednesday
96273,2018-03-04,TBONE,"Crash into the side of, informally",2018,Sunday
96630,2018-03-09,NIGHTMAREFUEL,"Cause of bad dreams, in modern lingo",2018,Friday
96553,2018-03-08,BUCS,"Tampa team, informally",2018,Thursday
96574,2018-03-08,SVU,"""Law & Order"" spinoff, colloquially",2018,Thursday
95832,2018-02-27,DOGS,"Feet, slangily",2018,Tuesday
95803,2018-02-27,ROTFL,"""HAHAHA!,"" in texts",2018,Tuesday
95862,2018-02-28,COX,"Position in crew, informally",2018,Wednesday
96156,2018-03-04,ARTOO,"Droid with a holographic projector, informally",2018,Sunday
96177,2018-03-04,CALI,"Golden State, informally",2018,Sunday
116264,2018-11-01,ABE,"Figure seen on the National Mall, informally",2018,Thursday
116241,2018-11-01,BOYTOY,"*Woman's young lover, in slang",2018,Thursday
116212,2018-10-31,BUC,"Tampa Bay pro, informally",2018,Wednesday
116102,2018-10-30,GIVEARIP,"Care about something, in slang",2018,Tuesday
116111,2018-10-30,PECS,"Bench presser's pride, informally",2018,Tuesday
116204,2018-10-31,VIDEOCAM,"Security device, informally",2018,Wednesday
116361,2018-11-02,IDEST,Clarifier in texts,2018,Friday
116404,2018-11-03,PEC,"Chest part, informally",2018,Saturday
115774,2018-10-26,BIO,"Part of one's Twitter page, informally",2018,Friday
115777,2018-10-26,ROOMIE,"College assignment, informally?",2018,Friday
115769,2018-10-26,BIGPHARMA,"Major lobbying group, colloquially",2018,Friday
115797,2018-10-27,ALS,"""Happy Days"" hangout, informally",2018,Saturday
115852,2018-10-28,DOC,"Person to take complaints to, informally",2018,Sunday
115706,2018-10-25,WEENIE,"Dog, slangily",2018,Thursday
116035,2018-10-29,ABFAB,"Britcom of the 1990s, informally",2018,Monday
117482,2018-11-16,CELEB,"Inspiration for some fake social media accounts, informally",2018,Friday
117493,2018-11-16,UMP,"Make the calls, informally",2018,Friday
117311,2018-11-14,PHAT,"Cool, in dated slang",2018,Wednesday
117321,2018-11-14,REP,"Be an agent for, informally",2018,Wednesday
117340,2018-11-14,BAES,"Sweeties, in modern slang",2018,Wednesday
116697,2018-11-06,SNUCK,"Crept (out), informally",2018,Tuesday
116596,2018-11-05,RIO,"2016 Olympics host, informally",2018,Monday
116597,2018-11-05,ONTHEDL,"Hush-hush, slangily",2018,Monday
116973,2018-11-10,ALTWEEKLY,"Edgy newspaper type, informally",2018,Saturday
117027,2018-11-11,PINCHED,"Stole, in slang",2018,Sunday
116844,2018-11-08,ROOMTEMP,"Around 70°F, informally",2018,Thursday
114361,2018-10-09,CUKE,"Item cut up for a salad, informally",2018,Tuesday
114384,2018-10-09,DEALIO,"""What's the ___?"" (slangy ""How's it going?"")",2018,Tuesday
114294,2018-10-08,ONTHEDL,"Discreetly, informally",2018,Monday
114596,2018-10-12,BADASS,"Impressively tough, slangily",2018,Friday
114563,2018-10-12,PRAT,"Fool, in British slang",2018,Friday
114622,2018-10-12,XINGS,"Places for pedestrians to be alert, informally",2018,Friday
114465,2018-10-10,BAE,"Sweetheart, in modern lingo",2018,Wednesday
113916,2018-10-04,SEATAC,"Pacific Northwest hub, informally",2018,Thursday
114074,2018-10-06,TRI,"Muscle used in dip exercises, informally",2018,Saturday
115189,2018-10-19,PATS,"A.F.C. East team, informally",2018,Friday
115175,2018-10-19,POPO,"Law enforcers, in slang",2018,Friday
114797,2018-10-14,NOM,"Actor's honor, informally",2018,Sunday
114876,2018-10-15,ABOMB,"Manhattan Project weapon, informally",2018,Monday
114869,2018-10-15,BICEP,"Curl target, informally",2018,Monday
115075,2018-10-18,GLAM,"Flair, informally",2018,Thursday
115050,2018-10-17,SEVENSEAS,"All the oceans, colloquially",2018,Wednesday
115114,2018-10-18,LIFTEVERYVOICE,"So-called ""black national anthem,"" informally ... or what 4-, 6-, 22- and 34-Down do, in part?",2018,Thursday
115116,2018-10-18,GRADS,"Some May celebrants, informally",2018,Thursday
115021,2018-10-17,DIME,"10 bucks, in slang",2018,Wednesday
115028,2018-10-17,ACES,"Terrific, in slang",2018,Wednesday
119988,2018-12-16,ASTI,"Certain bubbly, informally",2018,Sunday
119905,2018-12-15,SIBS,"Some family folks, informally",2018,Saturday
119924,2018-12-16,ACES,"The best, informally",2018,Sunday
120255,2018-12-19,SCOOB,"Cartoon uncle of Scrappy-Doo, informally",2018,Wednesday
120123,2018-12-17,FRO,"Jimi Hendrix's do, informally",2018,Monday
119520,2018-12-10,HOGS,"Harleys, in slang",2018,Monday
119607,2018-12-11,NEGAWATTS,"Units of power saved, in modern lingo",2018,Tuesday
119639,2018-12-12,TATER,"Home run, in slang",2018,Wednesday
119737,2018-12-13,NERDCRED,"Acceptance from fellow brainiacs, in slang",2018,Thursday
119711,2018-12-13,REPS,"Is an agent for, informally",2018,Thursday
120971,2018-12-28,LIB,"___ Dems (U.K. political party, informally)",2018,Friday
120839,2018-12-26,ADULTING,"Doing grown-up tasks, in modern lingo",2018,Wednesday
120821,2018-12-26,SAYSHITO,Greets informally,2018,Wednesday
120878,2018-12-27,TELECON,"Business meeting that participants dial into, informally",2018,Thursday
121204,2018-12-31,QANDA,"Exchange after a lecture, informally",2018,Monday
121185,2018-12-30,REGS,"Rules, informally",2018,Sunday
121262,2018-12-31,TOERAG,"Scoundrel, in British slang",2018,Monday
121101,2018-12-30,STACHE,"It may be right under your nose, informally",2018,Sunday
120373,2018-12-21,PIX,"Album fill, informally",2018,Friday
120342,2018-12-20,ALFAS,"Sporty Spiders, informally",2018,Thursday
120739,2018-12-25,INDAHOUSE,"Here, as derived from hip-hop slang",2018,Tuesday
120772,2018-12-25,XMAS,"December 25, informally",2018,Tuesday
120683,2018-12-24,IKE,"Eisenhower, informally",2018,Monday
118116,2018-11-24,CAL,"Stanford rival, informally",2018,Saturday
118195,2018-11-25,UBERS,"Some paid rides, informally",2018,Sunday
118061,2018-11-23,BBQS,"Some cookouts, informally",2018,Friday
118372,2018-11-26,RVERS,"Camper enthusiasts, informally",2018,Monday
117731,2018-11-19,ECIG,"Vaping device, informally",2018,Monday
117740,2018-11-19,ADREP,"Seller of TV spots, informally",2018,Monday
117528,2018-11-17,CHEAPIE,"Inferior-quality item, informally",2018,Saturday
117924,2018-11-21,QEII,"Role for Helen Mirren, informally",2018,Wednesday
117793,2018-11-19,TWOD,"Lacking depth, informally",2018,Monday
117775,2018-11-19,OOMPH,"Energy, informally",2018,Monday
118946,2018-12-03,STATEREPS,"Some down-ballot electees, informally",2018,Monday
118988,2018-12-04,TEENSY,"Really small, informally",2018,Tuesday
119309,2018-12-08,LASPARKS,"2016 WNBA champs, informally",2018,Saturday
119328,2018-12-08,THEEU,"2012 Nobel Peace Prize recipient, informally",2018,Saturday
119297,2018-12-08,CLEO,"Last Ptolemaic ruler, informally",2018,Saturday
119202,2018-12-07,SHEEPLE,"Mindless followers, in slang",2018,Friday
119205,2018-12-07,ABOMB,"Trinity test subject, informally",2018,Friday
118598,2018-11-29,ABFAB,"Britcom made into a 2016 film, informally",2018,Thursday
118514,2018-11-28,WHIRL,"Attempt, informally",2018,Wednesday
118911,2018-12-03,BRIT,"Londoner, e.g., informally",2018,Monday
118722,2018-12-01,REAL,"Very, informally",2018,Saturday
108924,2018-08-05,SAMHILL,"Hell, informally",2018,Sunday
108858,2018-08-04,UKE,"Alternative to a mandolin, informally",2018,Saturday
108217,2018-07-27,RELOS,"Moves, in slang",2018,Friday
108253,2018-07-28,NOOB,"Video game neophyte, informally",2018,Saturday
108293,2018-07-29,DAWGS,"Cleveland Browns' defense, informally",2018,Sunday
108470,2018-07-30,REF,"Official with a whistle, informally",2018,Monday
108349,2018-07-29,GOTTA,"Must, informally",2018,Sunday
108367,2018-07-29,SEXYTIME,"Amorous play, in modern lingo",2018,Sunday
109871,2018-08-16,AERO,"Engineering discipline, informally",2018,Thursday
109924,2018-08-17,SHROOMS,"Hallucinogenic edibles, in slang",2018,Friday
109927,2018-08-17,ROCKEDIT,"Wore an outfit with panache, informally",2018,Friday
109737,2018-08-14,AXE,"Guitar, in slang",2018,Tuesday
109818,2018-08-15,BIO,"High school science class, informally",2018,Wednesday
109154,2018-08-07,URBS,"Cities, informally",2018,Tuesday
109212,2018-08-08,RIO,"Carnival setting, informally",2018,Wednesday
109388,2018-08-10,NIC,"Actor Cage, informally",2018,Friday
109456,2018-08-11,HELLUVA,"Extremely, informally",2018,Saturday
109337,2018-08-10,BEN,"$100 bill, in slang",2018,Friday
106803,2018-07-10,TATS,"Pictures created with needles, informally",2018,Tuesday
106886,2018-07-11,BOUNCE,"Leave, slangily",2018,Wednesday
106842,2018-07-11,GHOSTED,"Suddenly stopped communicating with, in modern lingo",2018,Wednesday
106750,2018-07-09,CIG,"Marlboro offering, informally",2018,Monday
106727,2018-07-09,TECH,"Computer crash investigator, informally",2018,Monday
107036,2018-07-13,ZEBRA,"Referee, in slang",2018,Friday
107080,2018-07-14,CAMERAREADY,"Photogenic, informally",2018,Saturday
106926,2018-07-12,HELLA,"Extremely, in slang",2018,Thursday
106915,2018-07-11,RIO,"2016 Olympics host, informally",2018,Wednesday
106236,2018-07-03,GOODEGG,"Decent human being, informally",2018,Tuesday
106218,2018-07-03,NATIONALPASTIME,"Baseball, colloquially",2018,Tuesday
106191,2018-07-03,CALC,"Course in which to determine a curve's slope, informally",2018,Tuesday
106563,2018-07-08,QUAD,"Leg press target, informally",2018,Sunday
106459,2018-07-06,CRIB,"Home, in slang",2018,Friday
106483,2018-07-06,SVU,"Long-running drama set in N.Y.C., informally",2018,Friday
106511,2018-07-07,DANKMEMES,"Internet in-jokes that have gone viral, in modern lingo",2018,Saturday
107835,2018-07-22,SPOSE,"Presume, informally",2018,Sunday
107647,2018-07-21,BOD,"Something tanned at a tanning salon, informally",2018,Saturday
107606,2018-07-20,BRIT,"One who's happy about acquiring a few extra pounds, informally",2018,Friday
107998,2018-07-24,TIL,"Up to, informally",2018,Tuesday
107986,2018-07-24,DITS,"Morse units, informally",2018,Tuesday
108018,2018-07-25,TRAP,"Mouth, slangily",2018,Wednesday
108041,2018-07-25,PRENUP,"Union agreement, informally?",2018,Wednesday
107940,2018-07-24,ADHD,"Condition that causes fidgeting, informally",2018,Tuesday
107336,2018-07-17,GUAC,"Avocado dip, slangily",2018,Tuesday
107246,2018-07-15,ITHELP,"What one might seek after a computer crash, informally",2018,Sunday
107141,2018-07-15,ONEPAGER,"Short writing assignment, informally",2018,Sunday
107215,2018-07-15,OLY,"West Coast beer brand, informally",2018,Sunday
107564,2018-07-19,SXSW,"Annual Austin media event, informally",2018,Thursday
107423,2018-07-18,GYMBUNNIES,"Workout-obsessed sorts, colloquially",2018,Wednesday
112489,2018-09-16,STELLAS,"Popular Belgian brews, informally",2018,Sunday
112641,2018-09-18,DIS,"Put down, in slang",2018,Tuesday
111986,2018-09-10,REF,"Wearer of stripes on a court, informally",2018,Monday
111891,2018-09-09,IDIOTLIGHTS,"Dashboard warnings, informally",2018,Sunday
111874,2018-09-09,IRON,"Weights, informally",2018,Sunday
111941,2018-09-10,RASTA,"Dreadlocks wearer, informally",2018,Monday
113430,2018-09-28,HONEYPOT,"Spy who trades sex for secrets, informally",2018,Friday
113394,2018-09-27,PERP,"One in custody, informally",2018,Thursday
113469,2018-09-29,NOSHADE,"""Don't mean any disrespect,"" in modern lingo",2018,Saturday
